subject,trial,metric,phone,kinect
P01_S2,T01,time,6.300107441860465,6.366666666666667
P01_S2,T01,time_sit2stand,3.2333884754521964,3.066666666666667
P01_S2,T01,time_stand2sit,2.366707028423772,2.5
P01_S2,T01,time_sd,0.044222418039316314,0.06463573143221767
P01_S2,T01,trunk_lean_max,213.13077781812825,214.3564306536391
P01_S2,T01,trunk_lean_range_mean,28.53085325585214,32.32457950223491
P01_S2,T01,right_knee_range_mean,68.1800128226092,79.45506485261981
P01_S2,T01,left_knee_range_mean,32.20252551100126,78.75497742548714
P01_S2,T01,right_hip_range_mean,81.88131792297625,89.27195462704654
P01_S2,T01,left_hip_range_mean,51.660426541136076,85.66145069828964
P01_S2,T01,alcazar_rel_power_Wkg,4.694705649538203,4.645625654450261
P01_S2,T01,alcazar_power_W,431.91291975751466,427.397560209424
P01_S2,T02,time,6.366774192592592,6.333333333333334
P01_S2,T02,time_sit2stand,2.966716770370371,2.966666666666667
P01_S2,T02,time_stand2sit,2.5000422222222225,2.433333333333333
P01_S2,T02,time_sd,0.09752657267648411,0.12292725943057181
P01_S2,T02,trunk_lean_max,215.7418659411592,214.83671734262728
P01_S2,T02,trunk_lean_range_mean,29.842764774998443,31.444669526454664
P01_S2,T02,right_knee_range_mean,74.22907759842413,75.67874799007538
P01_S2,T02,left_knee_range_mean,42.8899757912727,72.68942711671389
P01_S2,T02,right_hip_range_mean,86.57911060138719,86.59751118378524
P01_S2,T02,left_hip_range_mean,65.02728915796195,81.90236981014945
P01_S2,T02,alcazar_rel_power_Wkg,4.645547196319835,4.670076315789473
P01_S2,T02,alcazar_power_W,427.3903420614248,429.6470210526315
P01_S2,T03,time,5.733435179380006,5.7666666666666675
P01_S2,T03,time_sit2stand,2.766715813305469,2.8
P01_S2,T03,time_stand2sit,2.3333747823058166,2.3333333333333335
P01_S2,T03,time_sd,0.026667140369209266,0.01632993161855457
P01_S2,T03,trunk_lean_max,208.38217420394855,208.36722198460794
P01_S2,T03,trunk_lean_range_mean,22.423628964997455,25.670510561518984
P01_S2,T03,right_knee_range_mean,72.4670688122766,80.18676779554498
P01_S2,T03,left_knee_range_mean,39.55838664323824,87.92227931922135
P01_S2,T03,right_hip_range_mean,76.18680979430933,81.55187150555419
P01_S2,T03,left_hip_range_mean,47.94578641330961,81.07753942219912
P01_S2,T03,alcazar_rel_power_Wkg,5.158713593967651,5.128985549132946
P01_S2,T03,alcazar_power_W,474.6016506450239,471.8666705202311
P01_S2,T04,time,5.833429355281206,5.866666666666667
P01_S2,T04,time_sit2stand,2.7667122085048015,2.833333333333333
P01_S2,T04,time_stand2sit,2.3000378600823046,2.2
P01_S2,T04,time_sd,0.10541099047072106,0.11430952132988159
P01_S2,T04,trunk_lean_max,216.30460732305062,214.24554291485225
P01_S2,T04,trunk_lean_range_mean,27.74467130763403,30.180487813288664
P01_S2,T04,right_knee_range_mean,65.6241730391431,64.07382354107808
P01_S2,T04,left_knee_range_mean,37.205851777377845,72.49571085567041
P01_S2,T04,right_hip_range_mean,74.7815041451673,80.2086041902683
P01_S2,T04,left_hip_range_mean,56.495021392372436,74.48367329838361
P01_S2,T04,alcazar_rel_power_Wkg,5.0702851099452815,5.041559659090908
P01_S2,T04,alcazar_power_W,466.46623011496587,463.8234886363636
P01_S2,T05,time,5.800096117424243,5.7666666666666675
P01_S2,T05,time_sit2stand,2.700044744318182,2.6333333333333333
P01_S2,T05,time_stand2sit,2.2000364583333334,2.2
P01_S2,T05,time_sd,0.14047771132516623,0.14079141387961916
P01_S2,T05,trunk_lean_max,208.82506485667122,207.1780765645339
P01_S2,T05,trunk_lean_range_mean,24.177182905963903,26.98548926807168
P01_S2,T05,right_knee_range_mean,77.07551300211608,75.22964351249719
P01_S2,T05,left_knee_range_mean,38.21394884317856,69.71825922085395
P01_S2,T05,right_hip_range_mean,77.74077069159937,80.21357404732103
P01_S2,T05,left_hip_range_mean,51.44990808589635,76.86483603001219
P01_S2,T05,alcazar_rel_power_Wkg,5.099424113187779,5.128985549132946
P01_S2,T05,alcazar_power_W,469.1470184132757,471.8666705202311
