subject,trial,metric,phone,kinect
P01,S2_T01,time,6.300107441860465,6.366666666666667
P01,S2_T01,time_sit2stand,3.2333884754521964,3.066666666666667
P01,S2_T01,time_stand2sit,2.366707028423772,2.5
P01,S2_T01,time_sd,0.044222418039316314,0.06463573143221767
P01,S2_T01,trunk_lean_max,213.13077781812825,214.3564306536391
P01,S2_T01,trunk_lean_range_mean,28.53085325585214,32.32457950223491
P01,S2_T01,right_knee_range_mean,68.1800128226092,79.45506485261981
P01,S2_T01,left_knee_range_mean,32.20252551100126,78.75497742548714
P01,S2_T01,right_hip_range_mean,81.88131792297625,89.27195462704654
P01,S2_T01,left_hip_range_mean,51.660426541136076,85.66145069828964
P01,S2_T01,alcazar_rel_power_Wkg,4.694705649538203,4.645625654450261
P01,S2_T01,alcazar_power_W,431.91291975751466,427.397560209424
P01,S2_T02,time,6.366774192592592,6.333333333333334
P01,S2_T02,time_sit2stand,2.966716770370371,2.966666666666667
P01,S2_T02,time_stand2sit,2.5000422222222225,2.433333333333333
P01,S2_T02,time_sd,0.09752657267648411,0.12292725943057181
P01,S2_T02,trunk_lean_max,215.7418659411592,214.83671734262728
P01,S2_T02,trunk_lean_range_mean,29.842764774998443,31.444669526454664
P01,S2_T02,right_knee_range_mean,74.22907759842413,75.67874799007538
P01,S2_T02,left_knee_range_mean,42.8899757912727,72.68942711671389
P01,S2_T02,right_hip_range_mean,86.57911060138719,86.59751118378524
P01,S2_T02,left_hip_range_mean,65.02728915796195,81.90236981014945
P01,S2_T02,alcazar_rel_power_Wkg,4.645547196319835,4.670076315789473
P01,S2_T02,alcazar_power_W,427.3903420614248,429.6470210526315
P01,S2_T03,time,5.733435179380006,5.7666666666666675
P01,S2_T03,time_sit2stand,2.766715813305469,2.8
P01,S2_T03,time_stand2sit,2.3333747823058166,2.3333333333333335
P01,S2_T03,time_sd,0.026667140369209266,0.01632993161855457
P01,S2_T03,trunk_lean_max,208.38217420394855,208.36722198460794
P01,S2_T03,trunk_lean_range_mean,22.423628964997455,25.670510561518984
P01,S2_T03,right_knee_range_mean,72.4670688122766,80.18676779554498
P01,S2_T03,left_knee_range_mean,39.55838664323824,87.92227931922135
P01,S2_T03,right_hip_range_mean,76.18680979430933,81.55187150555419
P01,S2_T03,left_hip_range_mean,47.94578641330961,81.07753942219912
P01,S2_T03,alcazar_rel_power_Wkg,5.158713593967651,5.128985549132946
P01,S2_T03,alcazar_power_W,474.6016506450239,471.8666705202311
P01,S2_T04,time,5.833429355281206,5.866666666666667
P01,S2_T04,time_sit2stand,2.7667122085048015,2.833333333333333
P01,S2_T04,time_stand2sit,2.3000378600823046,2.2
P01,S2_T04,time_sd,0.10541099047072106,0.11430952132988159
P01,S2_T04,trunk_lean_max,216.30460732305062,214.24554291485225
P01,S2_T04,trunk_lean_range_mean,27.74467130763403,30.180487813288664
P01,S2_T04,right_knee_range_mean,65.6241730391431,64.07382354107808
P01,S2_T04,left_knee_range_mean,37.205851777377845,72.49571085567041
P01,S2_T04,right_hip_range_mean,74.7815041451673,80.2086041902683
P01,S2_T04,left_hip_range_mean,56.495021392372436,74.48367329838361
P01,S2_T04,alcazar_rel_power_Wkg,5.0702851099452815,5.041559659090908
P01,S2_T04,alcazar_power_W,466.46623011496587,463.8234886363636
P01,S2_T05,time,5.800096117424243,5.7666666666666675
P01,S2_T05,time_sit2stand,2.700044744318182,2.6333333333333333
P01,S2_T05,time_stand2sit,2.2000364583333334,2.2
P01,S2_T05,time_sd,0.14047771132516623,0.14079141387961916
P01,S2_T05,trunk_lean_max,208.82506485667122,207.1780765645339
P01,S2_T05,trunk_lean_range_mean,24.177182905963903,26.98548926807168
P01,S2_T05,right_knee_range_mean,77.07551300211608,75.22964351249719
P01,S2_T05,left_knee_range_mean,38.21394884317856,69.71825922085395
P01,S2_T05,right_hip_range_mean,77.74077069159937,80.21357404732103
P01,S2_T05,left_hip_range_mean,51.44990808589635,76.86483603001219
P01,S2_T05,alcazar_rel_power_Wkg,5.099424113187779,5.128985549132946
P01,S2_T05,alcazar_power_W,469.1470184132757,471.8666705202311
P02,S2_T01,time,6.9667831306990875,6.866666666666667
P02,S2_T01,time_sit2stand,3.300055167173252,3.3
P02,S2_T01,time_stand2sit,2.866714589665653,2.8666666666666667
P02,S2_T01,time_sd,0.0711817116281396,0.06463573143221775
P02,S2_T01,trunk_lean_max,194.8535570545626,208.09597413832086
P02,S2_T01,trunk_lean_range_mean,12.77157668238859,25.37674816399625
P02,S2_T01,right_knee_range_mean,66.0189772536564,68.07140288167993
P02,S2_T01,left_knee_range_mean,57.040259749027975,83.52159990963608
P02,S2_T01,right_hip_range_mean,67.23982362615028,80.34702639686614
P02,S2_T01,left_hip_range_mean,59.50388265172531,82.29294733166097
P02,S2_T01,alcazar_rel_power_Wkg,5.386022400303238,5.464550970873787
P02,S2_T01,alcazar_power_W,339.319411219104,344.26671116504855
P02,S2_T02,time,6.933445048674052,6.966666666666667
P02,S2_T02,time_sit2stand,3.4333886539107086,3.4333333333333327
P02,S2_T02,time_stand2sit,2.8000451158106747,2.8
P02,S2_T02,time_sd,0.04521626176920528,0.04898979485566354
P02,S2_T02,trunk_lean_max,200.82205648624586,208.46288283045644
P02,S2_T02,trunk_lean_range_mean,18.210673086102897,26.971770069754182
P02,S2_T02,right_knee_range_mean,71.01715303256543,65.52113615873941
P02,S2_T02,left_knee_range_mean,63.339066112817065,75.505323250422
P02,S2_T02,right_hip_range_mean,76.77937162589727,76.55364988583021
P02,S2_T02,left_hip_range_mean,78.11390562840609,89.58025594294466
P02,S2_T02,alcazar_rel_power_Wkg,5.4119200104104,5.386112440191388
P02,S2_T02,alcazar_power_W,340.95096065585517,339.32508373205746
P02,S2_T03,time,6.533452531229455,6.5
P02,S2_T03,time_sit2stand,3.200058382642998,3.1666666666666665
P02,S2_T03,time_stand2sit,2.5667134944115717,2.5999999999999996
P02,S2_T03,time_sd,0.07423821259106315,0.059628479399994355
P02,S2_T03,trunk_lean_max,199.1628797719708,204.63129444442927
P02,S2_T03,trunk_lean_range_mean,16.91537475258647,22.72473870428622
P02,S2_T03,right_knee_range_mean,70.40773817905756,66.17955971449553
P02,S2_T03,left_knee_range_mean,69.7705943920904,69.11610877795627
P02,S2_T03,right_hip_range_mean,75.4390725964863,75.34815163181341
