subject,trial,metric,phone,kinect
P01,T01,time,8.06680271164021,8.133333333333333
P01,T01,time_sit2stand,3.433391236772487,3.5
P01,T01,time_stand2sit,3.9333996693121698,3.9000000000000004
P01,T01,time_sd,0.3194493488000526,0.303607934312952
P01,T01,trunk_lean_max,206.1712340415177,214.59174327016257
P01,T01,trunk_lean_range_mean,24.77888412315519,32.68768345175512
P01,T01,right_knee_range_mean,75.04753212377436,70.00310159171228
P01,T01,left_knee_range_mean,74.21255826691169,91.6102884173079
P01,T01,right_hip_range_mean,82.57648843675113,89.49408377888237
P01,T01,left_hip_range_mean,79.99014757378683,99.85994661542068
P01,T01,alcazar_rel_power_Wkg,4.651564112985534,4.613514344262296
P01,T01,alcazar_power_W,427.94389839466913,424.4433196721312
P01,T01,trunk_lean_ang_acc,0.1205903371400204,-1.3869838158754533
P01,T01,left_knee_ang_vel,-11.735049368311126,-0.15456375040260184
P01,T01,right_knee_ang_vel,1.451643821635347,-1.655954897867261
P01,T01,left_hip_ang_vel,-8.247494483250485,-6.563572162484235
P01,T01,right_hip_ang_vel,0.5211536292376522,-8.28537775057707
P01,T01,pelvic_avg_y_speed,-0.015689543357381493,0.0005405357425158908
P01,T01,neck_avg_y_speed,-0.03041802985020175,-0.003761395585922811
P01,T01,knee_range_asym,0.011188173002939275,0.26739352258361326
P01,T01,hip_range_asym,0.03181883966395975,0.1094865825137481
P01,T01,knee_angvel_asym,2.0,1.6585205006304609
P01,T02,time,7.6334637163561085,7.766666666666667
P01,T02,time_sit2stand,3.700063198757764,3.8666666666666663
P01,T02,time_stand2sit,3.2000546583850933,3.166666666666667
P01,T02,time_sd,0.14817660272953914,0.13920408678547405
P01,T02,trunk_lean_max,201.73612125887038,208.79437734392332
P01,T02,trunk_lean_range_mean,25.24529577231984,32.6534051363372
P01,T02,right_knee_range_mean,73.80268461150762,80.55120568432483
P01,T02,left_knee_range_mean,75.24356746397025,94.5625717069838
P01,T02,right_hip_range_mean,78.13307478814286,96.79485490688072
P01,T02,left_hip_range_mean,80.99258561393177,101.03222263998646
P01,T02,alcazar_rel_power_Wkg,4.915625644437072,4.8313197424892715
P01,T02,alcazar_power_W,452.2375592882106,444.48141630901296
P01,T02,trunk_lean_ang_acc,3.9410995911741864,1.2529908683652309
P01,T02,left_knee_ang_vel,18.432185229019627,0.705785280163326
P01,T02,right_knee_ang_vel,-1.4898874189571085,10.194339078993266
P01,T02,left_hip_ang_vel,17.009400286101386,-10.898888413766443
P01,T02,right_hip_ang_vel,-0.3690955723081921,-2.416790641036897
P01,T02,pelvic_avg_y_speed,-0.018816652055628706,-0.004067014846467487
P01,T02,neck_avg_y_speed,-0.02184093959055332,-0.011337813338362923
P01,T02,knee_range_asym,0.019334707614559334,0.1600258555481814
P01,T02,hip_range_asym,0.03594028541422627,0.04283910762521241
P01,T02,knee_angvel_asym,2.0,1.7409991824284337
P01,T03,time,8.200141666666667,8.2
P01,T03,time_sit2stand,3.6000621951219514,3.666666666666667
P01,T03,time_stand2sit,3.9000673780487807,3.8333333333333335
P01,T03,time_sd,0.3492273893946875,0.3549021774454978
P01,T03,trunk_lean_max,204.8291188478154,215.78145551707757
P01,T03,trunk_lean_range_mean,24.476513833218384,35.786372709712374
P01,T03,right_knee_range_mean,81.24032300541765,87.1174355316845
P01,T03,left_knee_range_mean,79.40191799076482,108.5330322705834
